"","SHHADID","SPANEL","SSUID","SWAVE","PNUM","MONTHCODE","WPFINWGT","TAGE","EDUCATION","SEX","RACE","METRO_STATUS","EMPLOYMENT_TYPE","CLASS_OF_WORKER","TFTOTINC","ANY_RETIREMENT_ACCESS","PARTICIPATING","MATCHING","TJB1_JOBHRS1","TOTYEARINC","in_age_range","FULL_PART_TIME"
"3602",31,2018,33255240389818,4,101,12,8320.3755310365,50,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",4190,"Yes","Yes","Yes",40,50280,"yes","full time"
"3603",11,2018,33255250858218,4,102,12,3726.41815107258,77,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",18626,"Yes","No","No",45,223512,"no","full time"
"3604",11,2018,33255258840118,4,101,12,7176.64752178415,64,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2765,"Yes","Yes","Yes",38,33180,"yes","full time"
"3605",41,2018,33256248429418,4,101,12,4519.04164779742,24,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",987,"No","No","No",20,11844,"yes","part time"
"3606",11,2018,33268809808918,4,101,12,11237.2286502196,44,"Bachelor's degree or higher","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",15300,"No","No","No",40,183600,"yes","full time"
"3607",11,2018,33268809853718,4,101,12,13569.8269527294,30,"Bachelor's degree or higher","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",7240,"No","No","No",32,86880,"yes","part time"
"3608",11,2018,33268810186218,4,101,12,10525.7936288088,44,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",19867,"Yes","Yes","Yes",47,238404,"yes","full time"
"3609",11,2018,33268810186218,4,102,12,10525.7936288088,44,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",19867,"Yes","Yes","Yes",40,238404,"yes","full time"
"3610",11,2018,33268817240118,4,103,12,8736.0329329902,53,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",19132,"No","No","No",66,229584,"yes","full time"
"3611",11,2018,33268817253718,4,101,12,5279.96824908711,70,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4464,"Yes","No","No",32,53568,"no","part time"
"3612",11,2021,33268834208921,1,102,12,14938.735932718,40,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",6775,"No","No","No",66,81300,"yes","full time"
"3613",11,2021,33268834208921,1,104,12,15475.4685324936,38,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",6775,"No","No","No",15,81300,"yes","part time"
"3614",11,2021,33268850153721,1,101,12,7157.41961812164,22,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2579,"No","No","No",40,30948,"yes","full time"
"3615",11,2021,33268850153721,1,102,12,6296.52250162023,25,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3009,"No","No","No",30,36108,"yes","part time"
"3616",11,2021,33268850185521,1,101,12,7259.67024641558,49,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9971,"Yes","Yes","Yes",37,119652,"yes","full time"
"3617",11,2021,33268850185521,1,102,12,7259.67024641558,44,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9971,"No","No","No",48,119652,"yes","full time"
"3618",11,2021,33268850185521,1,103,12,7834.73544261571,23,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9971,"No","No","No",45,119652,"yes","full time"
"3619",11,2021,33268850185521,1,104,12,7928.25684113688,20,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9971,"No","No","No",16,119652,"yes","part time"
"3620",11,2018,33268850197918,4,102,12,9136.93944891145,49,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9003,"Yes","Yes","Yes",40,108036,"yes","full time"
"3621",11,2018,33268850197918,4,103,12,12381.3485043548,30,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9003,"No","No","No",40,108036,"yes","full time"
"3622",11,2021,33268860640121,1,104,12,7327.73483815378,23,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2237,"No","No","No",16,26844,"yes","part time"
"3623",11,2021,33268860940121,1,101,12,9722.78594781851,32,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6939,"Yes","Yes","Yes",66,83268,"yes","full time"
"3624",11,2020,33268860953720,2,101,12,7077.38979220532,67,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",39453,"Yes","Yes","Yes",66,473436,"no","full time"
"3625",11,2020,33268860997920,2,101,12,7000.60386248549,49,"Some college","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",11694,"No","No","No",36,140328,"yes","full time"
"3626",11,2020,33268860997920,2,102,12,7000.60386248549,50,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11694,"Yes","No","No",40,140328,"yes","full time"
"3627",41,2018,33268860999518,4,104,12,4840.37630731451,29,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",12319,"No","No","No",40,147828,"yes","full time"
"3628",11,2018,33268860999518,4,105,12,16419.0489291093,24,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5621,"No","No","No",40,67452,"yes","full time"
"3629",41,2018,33268860999518,4,403,12,2272.42518417283,71,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",12319,"No","No","No",35,147828,"no","full time"
"3630",11,2018,33268898808918,4,101,12,5757.89138995418,58,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",195864,"Yes","Yes","Yes",50,2350368,"yes","full time"
"3631",11,2018,33268898808918,4,102,12,5757.89138995418,58,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",195864,"No","No","No",10,2350368,"yes","part time"
"3632",11,2018,33268898808918,4,103,12,7814.59847673398,26,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",195864,"No","No","No",35,2350368,"yes","full time"
"3633",11,2018,33281604399418,4,101,12,4773.8075595721,59,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6302,"Yes","Yes","Yes",40,75624,"yes","full time"
"3634",11,2018,33281604399418,4,103,12,7048.98114955436,17,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6302,"No","No","No",8,75624,"no","part time"
"3635",31,2018,33281605793318,4,101,12,6014.83471386137,58,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1444,"No","No","No",20,17328,"yes","part time"
"3636",11,2018,33281611479718,4,101,12,9699.70034470306,36,"Bachelor's degree or higher","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, not-for-profit company",8462,"Yes","Yes","Yes",19,101544,"yes","part time"
"3637",21,2018,33281611480118,4,102,12,6020.02140798104,23,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4541,"Yes","Yes","Yes",40,54492,"yes","full time"
"3638",31,2018,33281611488318,4,102,12,6288.88107024854,29,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5018,"Yes","No","No",45,60216,"yes","full time"
"3639",11,2018,33281612602018,4,104,12,5363.1984752233,30,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8553,"No","No","No",36,102636,"yes","full time"
"3640",11,2018,33281612602018,4,105,12,5363.1984752233,33,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8553,"No","No","No",25,102636,"yes","part time"
"3641",41,2018,33281652790518,4,101,12,3968.64095309283,28,"Bachelor's degree or higher","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",3017,"No","No","No",21,36204,"yes","part time"
"3642",11,2018,33281677154918,4,102,12,6330.96111969652,48,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6002,"No","No","No",40,72024,"yes","full time"
"3643",11,2018,33281686128318,4,101,12,7652.733811983,56,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4466,"No","No","No",40,53592,"yes","full time"
"3644",21,2018,33281686131618,4,101,12,6023.75004543079,30,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12446,"Yes","Yes","Yes",45,149352,"yes","full time"
"3645",21,2018,33281686131618,4,102,12,6023.75004543079,30,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12446,"No","No","No",20,149352,"yes","part time"
"3646",21,2018,33281698895018,4,101,12,6671.87081504263,34,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5866,"Yes","Yes","Yes",40,70392,"yes","full time"
"3647",11,2018,33286002102018,4,101,12,3847.0600404781,57,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3257,"No","No","No",40,39084,"yes","full time"
"3648",11,2018,33286002115518,4,101,12,10356.0089502329,53,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9346,"No","No","No",55,112152,"yes","full time"
"3649",11,2018,33286002122018,4,102,12,5270.56006287709,56,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8473,"No","No","No",43,101676,"yes","full time"
"3650",11,2018,33286002122018,4,104,12,7485.85923713751,20,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8473,"No","No","No",22,101676,"yes","part time"
"3651",41,2018,33286002122018,4,401,12,3798.91972848466,23,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3355,"No","No","No",10,40260,"yes","part time"
"3652",11,2021,33286002122021,1,101,12,4774.08820313295,55,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2941,"No","No","No",40,35292,"yes","full time"
"3653",11,2018,33286002125518,4,101,12,10737.2856617402,35,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",6769,"Yes","Yes","Yes",50,81228,"yes","full time"
"3654",11,2018,33286002125518,4,102,12,10737.2856617402,35,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6769,"Yes","Yes","Yes",20,81228,"yes","part time"
"3655",11,2018,33286002127718,4,102,12,5749.28391970099,38,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",6189,"No","No","No",2,74268,"yes","part time"
"3656",11,2020,33286002163220,2,101,12,9121.50319633848,33,"Some college","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3132,"No","No","No",40,37584,"yes","full time"
"3657",11,2020,33286002163220,2,102,12,9121.50319633848,34,"Some college","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",3132,"No","No","No",30,37584,"yes","part time"
"3658",11,2018,33286002169618,4,101,12,5138.81895257709,68,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11653,"Yes","Yes","Yes",45,139836,"no","full time"
"3659",11,2018,33286002188318,4,101,12,9487.88275145451,22,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",9876,"No","No","No",35,118512,"yes","full time"
"3660",11,2018,33286002188318,4,102,12,5692.84894750404,57,"Some college","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",9876,"No","No","No",32,118512,"yes","part time"
"3661",11,2018,33286002188318,4,103,12,5692.84894750404,49,"High School or less","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",9876,"No","No","No",40,118512,"yes","full time"
"3662",11,2018,33286002188318,4,104,12,10869.4147169815,26,"Bachelor's degree or higher","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, not-for-profit company",9876,"No","No","No",2,118512,"yes","part time"
"3663",11,2018,33286003702318,4,101,12,8332.09808374998,52,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",15989,"Yes","No","No",50,191868,"yes","full time"
"3664",11,2018,33286003702318,4,102,12,6354.37649904147,54,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4010,"Yes","Yes","Yes",40,48120,"yes","full time"
"3665",11,2021,33286003714921,1,102,12,2001.13963741847,58,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",7096,"No","No","No",50,85152,"yes","full time"
"3666",11,2018,33286003720718,4,102,12,5309.07660069969,60,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4009,"Yes","Yes","No",40,48108,"yes","full time"
"3667",11,2020,33286003725920,2,101,12,8367.71101949646,78,"Bachelor's degree or higher","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",6181,"No","No","No",30,74172,"no","part time"
"3668",11,2021,33286003763021,1,103,12,2157.72472292944,63,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6043,"Yes","No","No",30,72516,"yes","part time"
"3669",11,2021,33286003776521,1,103,12,6306.58474780684,60,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2950,"No","No","No",40,35400,"yes","full time"
"3670",11,2018,33286003783118,4,101,12,5335.93108393352,53,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",3586,"Yes","Yes","Yes",40,43032,"yes","full time"
"3671",11,2021,33286003794621,1,102,12,2243.31152120488,62,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5283,"No","No","No",40,63396,"yes","full time"
"3672",11,2018,33286003795418,4,102,12,11681.7818714395,45,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7226,"Yes","Yes","Yes",50,86712,"yes","full time"
"3673",11,2021,33286004343121,1,101,12,6566.58843612049,34,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13807,"Yes","Yes","Yes",45,165684,"yes","full time"
"3674",11,2021,33286004343121,1,102,12,6566.58843612049,31,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13807,"No","No","No",16,165684,"yes","part time"
"3675",11,2021,33286004356621,1,101,12,3573.1702012655,68,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, not-for-profit company",9005,"No","No","No",50,108060,"no","full time"
"3676",11,2021,33286004363221,1,101,12,2696.55191891419,57,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9781,"Yes","Yes","Yes",40,117372,"yes","full time"
"3677",11,2021,33286004363221,1,103,12,4575.48443312463,24,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9781,"No","No","No",25,117372,"yes","part time"
"3678",11,2020,33286004914920,2,101,12,3591.54085112137,69,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",2563,"No","No","No",20,30756,"no","part time"
"3679",11,2021,33286004917421,1,101,12,2037.2943129796,60,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",20741,"Yes","Yes","Yes",24,248892,"yes","part time"
"3680",11,2020,33286004950220,2,102,12,7421.01678944433,49,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",9836,"Yes","No","No",55,118032,"yes","full time"
"3681",11,2018,33286004990318,4,101,12,6171.37467568772,32,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",20403,"No","No","No",40,244836,"yes","full time"
"3682",11,2018,33286004990318,4,102,12,6171.37467568772,39,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",20403,"No","No","No",45,244836,"yes","full time"
"3683",42,2018,33286005704018,4,102,12,9486.42705682411,29,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1972,"Yes","No","No",35,23664,"yes","full time"
"3684",11,2018,33286005704018,4,103,12,8335.73663633951,24,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13125,"Yes","Yes","Yes",66,157500,"yes","full time"
"3685",11,2018,33286005719618,4,101,12,5234.48478421795,59,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10685,"Yes","Yes","Yes",45,128220,"yes","full time"
"3686",11,2018,33286005719618,4,102,12,5234.48478421795,58,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10685,"Yes","Yes","Yes",40,128220,"yes","full time"
"3687",31,2018,33286005739418,4,102,12,8791.88305702032,55,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",35111,"Yes","Yes","Yes",66,421332,"yes","full time"
"3688",41,2018,33286005739418,4,103,12,5017.16499826737,20,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",500,"No","No","No",40,6000,"yes","full time"
"3689",11,2020,33286005748220,2,101,12,8844.28803817614,50,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6051,"Yes","Yes","Yes",30,72612,"yes","part time"
"3690",11,2018,33286005749718,4,101,12,6554.45618919636,38,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3094,"No","No","No",40,37128,"yes","full time"
"3691",11,2018,33286005749718,4,102,12,6554.45618919636,34,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3094,"No","No","No",30,37128,"yes","part time"
"3692",11,2018,33286005755418,4,101,12,7704.15402772551,30,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",10000,"Yes","Yes","Yes",40,120000,"yes","full time"
"3693",11,2018,33286005755418,4,102,12,7704.15402772551,30,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",10000,"Yes","Yes","No",20,120000,"yes","part time"
"3694",11,2020,33286005777920,2,101,12,19051.8192354628,53,"High School or less","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",2103,"No","No","No",20,25236,"yes","part time"
"3695",11,2018,33286005789418,4,102,12,3745.20590498046,67,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4464,"No","No","No",15,53568,"no","part time"
"3696",11,2018,33286007305818,4,101,12,1822.21927493135,66,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2235,"No","No","No",28,26820,"no","part time"
"3697",11,2018,33286007305818,4,401,12,2834.34560126238,27,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2582,"Yes","No","No",50,30984,"yes","full time"
"3698",11,2018,33286007312018,4,101,12,4869.50273118081,46,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6286,"Yes","Yes","No",40,75432,"yes","full time"
"3699",11,2018,33286007324318,4,102,12,3585.49704395525,70,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3984,"No","No","No",22,47808,"no","part time"
"3700",11,2021,33286007328421,1,102,12,4006.36459447236,58,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10623,"Yes","Yes","Yes",50,127476,"yes","full time"
"3701",11,2020,33286007331920,2,102,12,2743.21634479718,76,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4116,"No","No","No",12,49392,"no","part time"
"3702",11,2020,33286007331920,2,104,12,4429.78869751078,47,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4116,"No","No","No",40,49392,"yes","full time"
"3703",11,2018,33286007338918,4,102,12,4406.14322577965,58,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6144,"Yes","Yes","Yes",40,73728,"yes","full time"
"3704",11,2018,33286007363818,4,101,12,9426.43534931361,50,"Bachelor's degree or higher","Female","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",1864,"Yes","Yes","Yes",32,22368,"yes","part time"
"3705",11,2020,33286007398820,2,101,12,4460.8236496527,38,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",14586,"Yes","Yes","Yes",45,175032,"yes","full time"
"3706",11,2018,33286008623518,4,101,12,4255.86342859759,35,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4940,"No","No","No",37,59280,"yes","full time"
"3707",11,2018,33286008623518,4,401,12,3934.80099491118,31,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",2648,"Yes","Yes","Yes",38,31776,"yes","full time"
"3708",11,2018,33286008631118,4,102,12,4477.46852896969,50,"High School or less","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",6062,"Yes","Yes","Yes",1,72744,"yes","part time"
"3709",31,2018,33286008631118,4,104,12,3016.98178455089,28,"Some college","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",1162,"Yes","No","No",24,13944,"yes","part time"
"3710",11,2018,33286008641418,4,101,12,2998.14778786742,56,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",3508,"No","No","No",40,42096,"yes","full time"
"3711",11,2018,33286008641418,4,102,12,2998.14778786742,52,"High School or less","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",3508,"Yes","Yes","Yes",40,42096,"yes","full time"
"3712",11,2020,33286008658820,2,101,12,4614.08403809307,38,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",8589,"No","No","No",25,103068,"yes","part time"
"3713",11,2020,33286008658820,2,201,12,4614.08403809307,33,"Bachelor's degree or higher","Female","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",8589,"Yes","Yes","Yes",40,103068,"yes","full time"
"3714",41,2018,33286009823318,4,101,12,14027.3660411473,28,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4806,"No","No","No",40,57672,"yes","full time"
"3715",11,2018,33286009851618,4,101,12,3474.69582306282,46,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4001,"Yes","No","No",40,48012,"yes","full time"
"3716",11,2018,33286010104018,4,101,12,5840.12059166259,58,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10198,"Yes","Yes","Yes",45,122376,"yes","full time"
"3717",42,2018,33286010158418,4,101,12,4302.01921523518,33,"Some college","Male","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",3987,"Yes","Yes","Yes",40,47844,"yes","full time"
"3718",42,2018,33286010158418,4,401,12,4823.36779443318,32,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6146,"No","No","No",35,73752,"yes","full time"
"3719",11,2021,33286010189421,1,101,12,3641.02049328622,57,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9493,"Yes","Yes","Yes",40,113916,"yes","full time"
"3720",11,2020,33286010193320,2,101,12,5825.80795579811,36,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7404,"Yes","Yes","No",50,88848,"yes","full time"
"3721",11,2021,33286010193321,1,104,12,2356.50696699134,77,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",17509,"No","No","No",40,210108,"no","full time"
"3722",11,2021,33286010193321,1,105,12,2356.50696699134,77,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",17509,"Yes","No","No",66,210108,"no","full time"
"3723",11,2021,33286010193321,1,106,12,4323.21113952107,35,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",436,"No","No","No",40,5232,"yes","full time"
"3724",11,2018,33286011429718,4,101,12,5582.65371622561,36,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6885,"No","No","No",40,82620,"yes","full time"
"3725",11,2018,33286011429718,4,201,12,7315.70348347748,33,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2441,"Yes","Yes","Yes",40,29292,"yes","full time"
"3726",11,2018,33286011462218,4,101,12,6194.65329474937,62,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",19117,"Yes","Yes","Yes",40,229404,"yes","full time"
"3727",11,2018,33286011462218,4,103,12,9125.84506546621,36,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",19117,"No","No","No",40,229404,"yes","full time"
"3728",11,2021,33286011462221,1,102,12,4317.15111284754,40,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",14160,"Yes","Yes","Yes",40,169920,"yes","full time"
"3729",11,2018,33286011478818,4,101,12,5242.44667810016,50,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10320,"Yes","No","No",40,123840,"yes","full time"
"3730",11,2021,33286011489421,1,101,12,2169.64228112559,61,"High School or less","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5895,"Yes","Yes","Yes",50,70740,"yes","full time"
"3731",11,2020,33286011495420,2,101,12,13061.2581368858,25,"High School or less","Male","Mixed/Other","Nonmetropolitan area","Employer","Employee of a private, for-profit company",5161,"Yes","Yes","Yes",10,61932,"yes","part time"
"3732",11,2018,33286012104618,4,101,12,6473.50278476127,59,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11641,"Yes","Yes","Yes",45,139692,"yes","full time"
"3733",11,2021,33286012112021,1,101,12,5605.49478134588,34,"Bachelor's degree or higher","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",6369,"No","No","No",40,76428,"yes","full time"
"3734",11,2018,33286012114018,4,401,12,10440.5323243074,26,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1565,"No","No","No",20,18780,"yes","part time"
"3735",11,2018,33286012117418,4,101,12,4199.0607122819,56,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8234,"Yes","Yes","Yes",40,98808,"yes","full time"
