"","SHHADID","SPANEL","SSUID","SWAVE","PNUM","MONTHCODE","WPFINWGT","TAGE","EDUCATION","SEX","RACE","METRO_STATUS","EMPLOYMENT_TYPE","CLASS_OF_WORKER","TFTOTINC","ANY_RETIREMENT_ACCESS","PARTICIPATING","MATCHING","TJB1_JOBHRS1","TOTYEARINC","in_age_range","FULL_PART_TIME"
"1289","011",2022,"29255204667122",2,101,12,12776.895227212,52,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",21130,"Yes","Yes","Yes",36,253560,"yes","full time"
"1290","011",2022,"29255204667122",2,102,12,12776.895227212,49,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",21130,"Yes","Yes","Yes",66,253560,"yes","full time"
"1291","011",2020,"29255204675120",4,101,12,9918.83317213822,64,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11615,"Yes","Yes","Yes",45,139380,"yes","full time"
"1292","011",2023,"29255206806123",1,101,12,8788.61344814518,39,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7281,"No","No","No",40,87372,"yes","full time"
"1293","011",2021,"29255206818921",3,101,12,8443.58744260087,47,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, not-for-profit company",23681,"Yes","Yes","Yes",40,284172,"yes","full time"
"1294","011",2021,"29255206818921",3,301,12,8443.58744260087,50,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",23681,"No","No","No",40,284172,"yes","full time"
"1295","011",2022,"29255227606122",2,101,12,15522.1165511673,38,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",17363,"Yes","Yes","No",40,208356,"yes","full time"
"1296","011",2022,"29255227606122",2,102,12,15522.1165511673,38,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",17363,"No","No","No",37,208356,"yes","full time"
"1297","011",2021,"29255227619821",3,101,12,13173.8615426062,45,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2511,"Yes","Yes","Yes",45,30132,"yes","full time"
"1298","031",2021,"29255227631821",3,101,12,10575.4066594961,35,"Some college","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",6185,"No","No","No",40,74220,"yes","full time"
"1299","011",2023,"29255227631823",1,101,12,4799.36378450858,59,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10702,"Yes","Yes","Yes",40,128424,"yes","full time"
"1300","011",2022,"29255227655222",2,102,12,9206.6691507938,64,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",22236,"Yes","Yes","Yes",36,266832,"yes","full time"
"1301","011",2023,"29255227667123",1,101,12,6284.16785264123,52,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, not-for-profit company",12575,"Yes","No","No",40,150900,"yes","full time"
"1302","011",2023,"29255234406123",1,102,12,13526.0474799534,29,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13371,"Yes","Yes","Yes",37,160452,"yes","full time"
"1303","011",2023,"29255234418923",1,101,12,9685.10042933654,28,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5930,"Yes","Yes","Yes",40,71160,"yes","full time"
"1304","011",2023,"29255234418923",1,102,12,9685.10042933654,29,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",5930,"No","No","No",40,71160,"yes","full time"
"1305","011",2022,"29255234475122",2,101,12,6944.04663353314,65,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10265,"No","No","No",40,123180,"yes","full time"
"1306","011",2021,"29255240667121",3,102,12,11085.1917766445,64,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11748,"No","No","No",30,140976,"yes","part time"
"1307","011",2023,"29255240801823",1,101,12,4995.27552242464,41,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3076,"No","No","No",56,36912,"yes","full time"
"1308","011",2020,"29255241818920",4,101,12,8509.26068172248,63,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11696,"Yes","Yes","No",40,140352,"yes","full time"
"1309","011",2020,"29255268418920",4,102,12,20343.2972718906,54,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",16746,"No","No","No",50,200952,"yes","full time"
"1310","011",2022,"29255299519822",2,101,12,4324.93494476731,55,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9241,"No","No","No",36,110892,"yes","full time"
"1311","011",2022,"29255299519822",2,102,12,11198.4866073371,27,"Some college","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9241,"No","No","No",25,110892,"yes","part time"
"1312","011",2022,"29255299519822",2,103,12,11198.4866073371,26,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",9241,"No","No","No",40,110892,"yes","full time"
"1313","011",2022,"29255504605022",2,101,12,15639.0037807535,29,"Bachelor's degree or higher","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, not-for-profit company",15170,"Yes","Yes","Yes",40,182040,"yes","full time"
"1314","011",2023,"29255504605023",1,101,12,4718.50363633506,42,"Bachelor's degree or higher","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, not-for-profit company",6538,"Yes","Yes","Yes",40,78456,"yes","full time"
"1315","011",2023,"29255506811423",1,101,12,9118.00944857022,57,"High School or less","Male","Hispanic","Not identified","Employer","Employee of a private, for-profit company",3042,"Yes","Yes","Yes",46,36504,"yes","full time"
"1316","011",2022,"29255527605022",2,101,12,19166.1350952793,51,"Bachelor's degree or higher","Female","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",2841,"No","No","No",40,34092,"yes","full time"
"1317","011",2022,"29255527652522",2,102,12,6345.7178747481,61,"High School or less","Male","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",747,"No","No","No",25,8964,"yes","part time"
"1318","011",2022,"29255527652522",2,107,12,13365.3009430109,20,"Some college","Male","Non-Hispanic Black","Not identified","Employer","Employee of a private, not-for-profit company",8375,"Yes","Yes","Yes",24,100500,"yes","part time"
"1319","011",2022,"29255568496522",2,101,12,4987.89400167793,41,"Bachelor's degree or higher","Female","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",4860,"No","No","No",40,58320,"yes","full time"
"1320","011",2023,"29268804601823",1,101,12,6735.75367613061,40,"Bachelor's degree or higher","Female","Asian","Metropolitan area","Employer","Employee of a private, not-for-profit company",8365,"Yes","No","No",35,100380,"yes","full time"
"1321","031",2021,"29268804616021",3,101,12,12797.2096551579,28,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5181,"Yes","Yes","Yes",40,62172,"yes","full time"
"1322","031",2021,"29268804616021",3,102,12,13093.2254813133,29,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",7346,"Yes","Yes","Yes",55,88152,"yes","full time"
"1323","011",2021,"29268804631821",3,104,12,9659.63397906277,22,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4554,"No","No","No",40,54648,"yes","full time"
"1324","011",2021,"29268804631821",3,105,12,6124.0110226174,52,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4554,"No","No","No",66,54648,"yes","full time"
"1325","011",2023,"29268804631823",1,101,12,3948.03472176459,62,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2213,"Yes","Yes","Yes",40,26556,"yes","full time"
"1326","011",2022,"29268827667122",2,101,12,8659.06998349204,54,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",6493,"Yes","Yes","Yes",35,77916,"yes","full time"
"1327","011",2023,"29268833478423",1,102,12,4777.84851280111,42,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6444,"No","No","No",40,77328,"yes","full time"
"1328","011",2023,"29268833478423",1,103,12,5441.95695586516,26,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, not-for-profit company",6444,"No","No","No",40,77328,"yes","full time"
"1329","031",2020,"29268840616020",4,301,12,3549.17092764031,58,"Bachelor's degree or higher","Female","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",40049,"No","No","No",50,480588,"yes","full time"
"1330","031",2020,"29268840616020",4,302,12,3549.17092764031,64,"Bachelor's degree or higher","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",40049,"No","No","No",35,480588,"yes","full time"
"1331","011",2022,"29268840631822",2,101,12,12843.3576175371,27,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",6453,"Yes","Yes","Yes",40,77436,"yes","full time"
"1332","011",2020,"29268840878420",4,103,12,17011.1338820532,20,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2793,"No","No","No",40,33516,"yes","full time"
"1333","021",2021,"29268841816021",3,101,12,9235.35693193932,33,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10278,"Yes","Yes","Yes",40,123336,"yes","full time"
"1334","021",2021,"29268841816021",3,102,12,9235.35693193932,36,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10278,"Yes","Yes","Yes",40,123336,"yes","full time"
"1335","011",2023,"29268868416023",1,101,12,4546.54325703452,53,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2524,"No","No","No",66,30288,"yes","full time"
"1336","011",2023,"29281627667123",1,101,12,8136.4266835481,23,"High School or less","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",3737,"No","No","No",40,44844,"yes","full time"
"1337","011",2023,"29281627678423",1,101,12,11950.7279965082,24,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4997,"Yes","Yes","Yes",40,59964,"yes","full time"
"1338","011",2023,"29281633412723",1,101,12,2912.66939532318,61,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2542,"Yes","Yes","Yes",40,30504,"yes","full time"
"1339","011",2021,"29281633455221",3,101,12,11408.1883161397,41,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13370,"No","No","No",40,160440,"yes","full time"
"1340","011",2021,"29281633455221",3,102,12,11408.1883161397,40,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",13370,"Yes","Yes","Yes",40,160440,"yes","full time"
"1341","011",2022,"29281633478422",2,101,12,6818.71849701479,49,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",23958,"Yes","Yes","Yes",50,287496,"yes","full time"
"1342","011",2022,"29281633478422",2,104,12,9882.54793633825,18,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",23958,"No","No","No",13,287496,"yes","part time"
"1343","031",2021,"29281634467121",3,102,12,9548.26686715338,51,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",11868,"No","No","No",40,142416,"yes","full time"
"1344","011",2021,"29281634478421",3,101,12,13794.7452895903,45,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4843,"Yes","Yes","Yes",40,58116,"yes","full time"
"1345","011",2023,"29281640619523",1,102,12,7988.93713557355,32,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12050,"Yes","Yes","Yes",40,144600,"yes","full time"
"1346","011",2021,"29281640631821",3,102,12,8826.83966508447,58,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9715,"No","No","No",20,116580,"yes","part time"
"1347","011",2023,"29281640812723",1,102,12,3929.48337540361,45,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2987,"No","No","No",40,35844,"yes","full time"
"1348","011",2020,"29281641878420",4,101,12,4058.94211470697,65,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12626,"No","No","No",50,151512,"yes","full time"
"1349","011",2020,"29281641878420",4,201,12,11573.8720223746,25,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",12626,"No","No","No",40,151512,"yes","full time"
"1350","011",2020,"29281668418920",4,101,12,13999.4224110523,49,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",9609,"Yes","Yes","Yes",50,115308,"yes","full time"
"1351","011",2020,"29281668418920",4,102,12,13999.4224110523,52,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",9609,"Yes","Yes","No",50,115308,"yes","full time"
"1352","011",2022,"29281699516022",2,101,12,9325.21120331745,62,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",15390,"No","No","No",20,184680,"yes","part time"
"1353","011",2022,"29286002111022",2,102,12,5122.26837110435,43,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1800,"No","No","No",40,21600,"yes","full time"
"1354","011",2022,"29286002302022",2,101,12,29506.4648683191,28,"Some college","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6779,"No","No","No",40,81348,"yes","full time"
"1355","011",2022,"29286002302022",2,103,12,29506.4648683191,29,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",6779,"Yes","Yes","Yes",40,81348,"yes","full time"
"1356","011",2021,"29286002338321",3,103,12,9457.23042147258,33,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",5652,"No","No","No",40,67824,"yes","full time"
"1357","011",2022,"29286002349722",2,101,12,26047.4849952109,45,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",21793,"No","No","No",29,261516,"yes","part time"
"1358","011",2022,"29286002349722",2,102,12,26047.4849952109,48,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",21793,"Yes","Yes","Yes",40,261516,"yes","full time"
"1359","011",2022,"29286002363822",2,101,12,19884.9588375711,24,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",11216,"No","No","No",40,134592,"yes","full time"
"1360","011",2022,"29286002363822",2,202,12,18139.9384228546,47,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",11216,"No","No","No",40,134592,"yes","full time"
"1361","011",2023,"29286002365123",1,101,12,4756.00927269749,64,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",22042,"No","No","No",40,264504,"yes","full time"
"1362","011",2023,"29286002377823",1,101,12,3333.22166136883,56,"High School or less","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6245,"Yes","Yes","Yes",45,74940,"yes","full time"
"1363","041",2020,"29286002396020",4,101,12,26969.8393335745,35,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7938,"Yes","Yes","Yes",50,95256,"yes","full time"
"1364","011",2023,"29286003406923",1,102,12,4754.98660402914,42,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",70159,"No","No","No",55,841908,"yes","full time"
"1365","011",2023,"29286003412523",1,105,12,7062.95231237438,21,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",4062,"No","No","No",40,48744,"yes","full time"
"1366","011",2022,"29286003417722",2,101,12,7118.84181808984,48,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",2920,"Yes","Yes","Yes",40,35040,"yes","full time"
"1367","011",2023,"29286003427723",1,101,12,3404.79366350528,65,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",8809,"No","No","No",5,105708,"yes","part time"
"1368","011",2021,"29286003428521",3,102,12,6470.9394297593,63,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",19140,"Yes","Yes","Yes",50,229680,"yes","full time"
"1369","011",2023,"29286003428523",1,102,12,4440.76582960022,52,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",13513,"Yes","Yes","Yes",30,162156,"yes","part time"
"1370","011",2022,"29286003438322",2,102,12,5495.43443707657,58,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2131,"No","No","No",30,25572,"yes","part time"
"1371","011",2022,"29286003438322",2,103,12,10757.248119585,37,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",2131,"Yes","Yes","Yes",40,25572,"yes","full time"
"1372","011",2023,"29286003449723",1,101,12,9276.3913802945,53,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",9601,"Yes","Yes","Yes",47,115212,"yes","full time"
"1373","041",2020,"29286004307120",4,201,12,13209.7398338366,22,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",1043,"No","No","No",24,12516,"yes","part time"
"1374","011",2022,"29286004383222",2,101,12,9114.4890430943,46,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",5933,"Yes","Yes","Yes",40,71196,"yes","full time"
"1375","011",2021,"29286004605821",3,101,12,17003.6565489287,45,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",16170,"Yes","Yes","Yes",40,194040,"yes","full time"
"1376","011",2021,"29286004605821",3,102,12,17003.6565489287,48,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",16170,"No","No","No",55,194040,"yes","full time"
"1377","011",2023,"29286004639423",1,102,12,5415.91730158746,28,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, not-for-profit company",2781,"No","No","No",40,33372,"yes","full time"
"1378","011",2023,"29286004639423",1,103,12,5520.15104343536,25,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",3368,"No","No","No",50,40416,"yes","full time"
"1379","011",2023,"29286004682923",1,102,12,8257.24462344319,33,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",23520,"Yes","Yes","Yes",40,282240,"yes","full time"
"1380","011",2020,"29286004687920",4,103,12,27131.0265349832,28,"Bachelor's degree or higher","Female","Hispanic","Metropolitan area","Employer","Employee of a private, not-for-profit company",9169,"No","No","No",40,110028,"yes","full time"
"1381","021",2022,"29286005707122",2,101,12,11611.5144044951,36,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3258,"No","No","No",45,39096,"yes","full time"
"1382","011",2022,"29286005722922",2,101,12,23500.755605267,54,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",15034,"Yes","Yes","Yes",40,180408,"yes","full time"
"1383","011",2022,"29286005747522",2,101,12,5883.17541058054,41,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",2175,"Yes","Yes","Yes",40,26100,"yes","full time"
"1384","011",2022,"29286005782022",2,101,12,4458.98279288525,61,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, not-for-profit company",12558,"Yes","Yes","No",50,150696,"yes","full time"
"1385","011",2023,"29286005784823",1,101,12,4264.85357289719,46,"High School or less","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",10044,"Yes","Yes","Yes",40,120528,"yes","full time"
"1386","011",2021,"29286005784921",3,101,12,5536.10630208369,63,"Some college","Male","Non-Hispanic White","Nonmetropolitan area","Employer","Employee of a private, for-profit company",4959,"No","No","No",45,59508,"yes","full time"
"1387","011",2022,"29286008616222",2,101,12,22729.0403430837,27,"Some college","Male","Mixed/Other","Not identified","Employer","Employee of a private, for-profit company",2,"Yes","Yes","Yes",40,24,"yes","full time"
"1388","011",2022,"29286008642022",2,101,12,8592.68499714603,50,"High School or less","Male","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",1521,"No","No","No",40,18252,"yes","full time"
"1389","011",2021,"29286008643121",3,101,12,19967.0296945922,32,"Bachelor's degree or higher","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",11917,"Yes","Yes","Yes",40,143004,"yes","full time"
"1390","011",2021,"29286008643121",3,102,12,19967.0296945922,24,"High School or less","Male","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",11917,"Yes","Yes","Yes",40,143004,"yes","full time"
"1391","011",2021,"29286008670521",3,101,12,17947.3977488846,20,"Some college","Female","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",5400,"No","No","No",15,64800,"yes","part time"
"1392","011",2021,"29286008670521",3,102,12,8579.30950098221,59,"High School or less","Female","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",5400,"Yes","Yes","Yes",40,64800,"yes","full time"
"1393","011",2022,"29286009212022",2,101,12,8077.45040753933,49,"Bachelor's degree or higher","Male","Asian","Metropolitan area","Employer","Employee of a private, for-profit company",24358,"Yes","Yes","Yes",40,292296,"yes","full time"
"1394","041",2020,"29286009222920",4,103,12,10179.3172735213,29,"Bachelor's degree or higher","Male","Non-Hispanic Black","Metropolitan area","Employer","Employee of a private, for-profit company",8925,"No","No","No",40,107100,"yes","full time"
"1395","041",2020,"29286009222920",4,401,12,5938.85143115497,29,"Bachelor's degree or higher","Female","Mixed/Other","Metropolitan area","Employer","Employee of a private, for-profit company",3760,"No","No","No",40,45120,"yes","full time"
"1396","011",2022,"29286009229722",2,201,12,11453.6634422631,52,"High School or less","Male","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",6910,"Yes","Yes","No",66,82920,"yes","full time"
"1397","011",2022,"29286009229722",2,202,12,11453.6634422631,31,"Bachelor's degree or higher","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",6910,"No","No","No",45,82920,"yes","full time"
"1398","011",2020,"29286009230120",4,102,12,19915.7112840197,32,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",7458,"No","No","No",40,89496,"yes","full time"
"1399","011",2022,"29286009261922",2,101,12,13205.9523244925,44,"Some college","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",3055,"No","No","No",40,36660,"yes","full time"
"1400","011",2022,"29286009261922",2,102,12,13205.9523244925,28,"High School or less","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",3055,"No","No","No",40,36660,"yes","full time"
"1401","011",2023,"29286009262223",1,101,12,3524.55178149927,62,"Bachelor's degree or higher","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",6515,"No","No","No",13,78180,"yes","part time"
"1402","011",2020,"29286009277820",4,102,12,9112.44061934627,65,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",16619,"Yes","Yes","Yes",66,199428,"yes","full time"
"1403","011",2022,"29286009277822",2,101,12,10507.1858427873,56,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",49723,"Yes","Yes","Yes",40,596676,"yes","full time"
"1404","011",2022,"29286009277822",2,104,12,16300.0334430501,21,"Some college","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",49723,"No","No","No",20,596676,"yes","part time"
"1405","011",2023,"29286009282023",1,102,12,4336.38496423494,46,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",4027,"Yes","Yes","Yes",40,48324,"yes","full time"
"1406","011",2021,"29286009285721",3,102,12,13480.060901452,45,"Bachelor's degree or higher","Male","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",38486,"Yes","Yes","Yes",50,461832,"yes","full time"
"1407","011",2023,"29286009288323",1,101,12,8409.65784223667,52,"Bachelor's degree or higher","Male","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, for-profit company",32126,"Yes","Yes","Yes",40,385512,"yes","full time"
"1408","011",2023,"29286009288323",1,102,12,8409.65784223667,53,"Bachelor's degree or higher","Female","Non-Hispanic White","Metropolitan area","Employer","Employee of a private, not-for-profit company",32126,"Yes","Yes","No",40,385512,"yes","full time"
"1409","011",2022,"29286009293222",2,101,12,7570.72052594588,51,"Bachelor's degree or higher","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, not-for-profit company",38850,"Yes","Yes","No",66,466200,"yes","full time"
"1410","011",2022,"29286009293222",2,102,12,7642.84415515931,18,"High School or less","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",38850,"No","No","No",40,466200,"yes","full time"
"1411","011",2020,"29286009819420",4,101,12,15034.000957247,47,"Bachelor's degree or higher","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",2801,"No","No","No",20,33612,"yes","part time"
"1412","011",2022,"29286009854722",2,102,12,7373.87168060337,45,"Bachelor's degree or higher","Female","Hispanic","Not identified","Employer","Employee of a private, for-profit company",240908,"No","No","No",40,2890896,"yes","full time"
"1413","011",2023,"29286009854723",1,103,12,9269.96515756431,31,"Some college","Male","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",15593,"No","No","No",40,187116,"yes","full time"
"1414","011",2022,"29286009856822",2,103,12,15145.5275229297,27,"Bachelor's degree or higher","Male","Hispanic","Not identified","Employer","Employee of a private, for-profit company",13809,"No","No","No",40,165708,"yes","full time"
"1415","011",2022,"29286009870522",2,101,12,6468.28560164285,42,"Bachelor's degree or higher","Male","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",22550,"Yes","Yes","Yes",40,270600,"yes","full time"
"1416","011",2022,"29286009870522",2,102,12,6468.28560164285,42,"Bachelor's degree or higher","Female","Non-Hispanic White","Not identified","Employer","Employee of a private, for-profit company",22550,"Yes","Yes","Yes",40,270600,"yes","full time"
"1417","011",2021,"29286009879721",3,103,12,18916.0516256639,34,"High School or less","Female","Hispanic","Metropolitan area","Employer","Employee of a private, for-profit company",6232,"No","No","No",50,74784,"yes","full time"
"1418","011",2022,"29286009884422",2,101,12,9213.59827701721,55,"High School or less","Female","Hispanic","Not identified","Employer","Employee of a private, for-profit company",5958,"Yes","Yes","Yes",40,71496,"yes","full time"
"1419","011",2022,"29286009884422",2,102,12,9213.59827701721,63,"Some college","Male","Hispanic","Not identified","Employer","Employee of a private, for-profit company",5958,"No","No","No",45,71496,"yes","full time"
"1420","011",2021,"29286010116221",3,102,12,12478.5406176951,61,"Bachelor's degree or higher","Male","Non-Hispanic Black","Not identified","Employer","Employee of a private, for-profit company",36749,"Yes","Yes","Yes",40,440988,"yes","full time"
"1421","011",2022,"29286010154722",2,101,12,10591.3062457894,57,"Bachelor's degree or higher","Male","Hispanic","Not identified","Employer","Employee of a private, not-for-profit company",17006,"Yes","Yes","Yes",40,204072,"yes","full time"
